"tipo";"situacao";"data";"hora";"bairro";"endereco";"numero";"complemento";"natureza";"descricao";"auto";"moto";"ciclom";"ciclista";"pedestre";"onibus";"caminhao";"viatura";"outros";"vitimas"
"SEM VÍTIMA";"FINALIZADA";2016-09-17;00:58:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";NA;"NO CRUZAMENTO COM A RUA JOAQUIN BANDEIRA, EM FRENTE AO SETA COMBUSTIVES";"COLISÃO";"COLISÃO ENTRE ONIBUS E ALTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"CANCELADA";2016-09-17;07:58:00;"CAXANGÁ";"AV CAXANGA";NA;"E/F A IGREJA SÃO SEBASTIÃO, SENTIDO CIDADE.";"COLISÃO";"COM UMA VÍTIMA SENDO SOCORRIDA PELO SAMU. MOTO RETIRADA DO LOCAL.";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";2016-09-17;08:03:00;"VASCO DA GAMA";"RUA ALTO NOSSA SENHORA DE FATIMA";"1050";"EM   FRENTE AO MERCADINHO BOM  DE PREÇO";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-17;08:06:00;"BOA VISTA";"AV CONDE DA BOA VISTA";"XX";"ANTE DO CRUZAMENTO COM A RUA DOM BOSCO, SENTIDO DERBY";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO, SEM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"CANCELADA";2016-09-17;10:00:00;"ENGENHO DO MEIO";"RUA CARNEIRO DE MARIZ";NA;"PROXIMO AO CANO DA COMPESA";"COLISÃO";"COLISÃO  COM VITIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";2016-09-17;10:36:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";NA;"EM FRENTE À HYUNDAI";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";2016-09-17;12:11:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"XX";"NA ENTRADA DO JORDÃO EM FRENTE A CASA E C&A";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-17;14:15:00;"PINA";"PTE GOVERNADOR PAULO GUERRA";"XX";"NO MEIO DA PONTE SENT. SHOPPING RIO MAR";"COLISÃO";"ONIBUS E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-17;20:42:00;"IBURA";"AV DOIS RIOS";NA;"EM FRENTE A POLICLINICA ARNALDO MARQUES, E HOTEL GIRADOR, SENTIDO PRAZERES";"COLISÃO";"COLISAO ENTRE AUTO E ONIBUS VERA CRUZ";"1";NA;NA;NA;NA;"1";NA;NA;NA;"2"
"SEM VÍTIMA";"FINALIZADA";2016-09-17;20:53:00;"CAMPO GRANDE";"EST DE BELEM";"415";"PROX. DA SECRETARIA DA FAZENDO E IGREJA DE BELEM";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-17;22:14:00;"VÁRZEA";"AV AFONSO OLINDENSE";"747";"EM FRENTE À LOJA PRESS CAR";"COLISÃO";NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"CANCELADA";2016-09-17;22:33:00;"ENCRUZILHADA";"AV BEBERIBE";"247";"PROX. DO POSTO SHELL E FARMACIA DROGASIL";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-17;23:05:00;"DOIS UNIDOS";"RUA JOAQUIM GONCALVES LEDO";"XX";"EM FRENTE AO QUARTEL DA POLICIA MILITAR";"COLISÃO";"CAMINHÃO E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-18;00:19:00;"BAIRRO DO RECIFE";"AV ALFREDO LISBOA";NA;"EM FRENTE AO ARMAZÉN 14";"COLISÃO";"COLISÃO ENTRE CAMINHÃO E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-18;11:02:00;"BOA VIAGEM";"AV BOA VIAGEM";"2388";"SEMAFORO 123,SAIDA DA RUA BENVINDA DE FARIAS";"COLISÃO";"SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-18;11:07:00;"CORDEIRO";"RUA GOMES TABORDA";"973";"PROX  AO MERCADINHO  SONHO  MEU";"COLISÃO";"COLISÃO COM  1  VITIMA  SOCORRIDO  PELO SAMU";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";2016-09-18;11:09:00;"IBURA";"AV RIO SAO FRANCISCO";"377";"AO LADO DO COLEGIO ESATDUAL POLIVALENTE";"COLISÃO";"SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-09-18;11:29:00;"SÃO JOSÉ";"AV SUL";NA;"SEMAFORO 260";"COLISÃO";"SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-18;14:34:00;"BOA VIAGEM";"RUA ANTONIO FALCAO";"XX";"NO SEMÁFORO 006";"COLISÃO";"COLISÃO COM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";2016-09-18;16:19:00;"IPSEP";"RUA RIO DOCE";"80";"EM FRENTE A IGREJA QUADRANGULAR";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-09-18;16:21:00;"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";NA;"NA PARADA DE ONIBUS DA PRACINHA DE BOA VIAGEM/ FAIXA DA DIREITA";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-18;19:18:00;"CORDEIRO";"AV CAXANGA";"XX";"EM FRENTE DA EXPOSIÇÃO DE ANIMAIS E IGREJA ASSEMBLEIA DE DEUS VITORIA EM CRISTO";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-18;19:21:00;"VÁRZEA";"RUA GENERAL POLIDORO";NA;"E/F AO RESTAURANTE ARRIEGUA";"COLISÃO";"COLISAO ENTRE ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-18;20:55:00;"BEBERIBE";"AV BEBERIBE";"174";"EM FRENTE A FARMACIA DROGASIL E O POSTO DE GASOLINA SHELL";"COLISÃO";"VIATURA DA PM E AUTO";"1";NA;NA;NA;NA;NA;NA;"1";NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;06:21:00;"BOA VISTA";"RUA DOM BOSCO";NA;"CRUZ. COM AV CONDE DA BOA VISTA";"COLISÃO";"COLISÃO ENVOLVENDO ONIBUS(OFICIAL,PREFEITURA DE PEDRAS) E AUTO (ATENDENTE ALEXANDRA DO CIODS GEROU O DELTA / D 540931, O ATENDENTE CARLOS DO I.C. MATRÍCULA 179.779-7 INFORMOU QUE O COORDENADOR EPAMINONDAS QUE A EQUIPE DO I.C. NÃO IRIA AO LOCAL. (DESCARACTERIZAÇÃO,ÔNIBUS RETIRADO DO LOCAL)";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;07:49:00;"ESPINHEIRO";"AV GOVERNADOR AGAMENON MAGALHAES";"XX";"SENTIDO  JOANA BEZERRA EM FRENTE  AO  CREA";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;08:02:00;"CAMPO GRANDE";"RUA ODORICO MENDES";"XX";"EM  FRENTE  AO CLUBE    DAS  PÁS";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;08:07:00;"MADALENA";"RUA REAL DA TORRE";"159";"EM FRENTE AO MARTELINHO DE OURO";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;08:33:00;"CASA FORTE";"AV DEZESSETE DE AGOSTO";"209";"EM FRENTE DO LABORATORIO CIDRIM VACINAS";"COLISÃO";"COL.S/V SET.SUB GM VIDERIS JA NO LOCAL";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;08:38:00;"ILHA JOANA BEZERRA";"AV DES GUERRA BARRETO";"XX";"POR TRÁS DO FORUM JOANA BEZERRA";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;08:53:00;"PRADO";"RUA PADRE TEOFILO TWORZ";NA;NA;"COLISÃO";"COLISAO ENTRE ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-19;09:29:00;"VÁRZEA";"RUA GOVERNADOR LEOPOLDO NEVES";"100";"EM  FRENTE A EMPRESA   DE TRANSPORTE TRANSOLIVEIRA";"COLISÃO";"COLISÃO  COM 1 VITIMA SOCORRIDO  PELO SAMU";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;11:38:00;"SÃO JOSÉ";"RUA PRIMEIRO DE MARCO";"32";"EM FRENTE AO DIARIO DE PERNAMBUCO";"COLISÃO";"COL.S/V";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-09-19;14:52:00;"ESPINHEIRO";"RUA DA HORA";"XX";"AO LADO DO HOSPITAL UNICORDIS";"COLISÃO";"COLISÃO ENTRE AUTO E ÔNIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-19;15:02:00;"BRASÍLIA TEIMOSA";"AV BRASILIA FORMOSA";"48";"ORLA DO PINA";"COLISÃO";"MOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;15:05:00;"ARRUDA";"AV BEBERIBE";"1628";"APOS O CAMPO DO ARRUDA NO SEMAFORO 064";"COLISÃO";"COLISAO DE CAMINHAO PIPA E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;16:06:00;"ILHA DO RETIRO";"AV ENGENHEIRO ABDIAS DE CARVALHO";NA;"E/F AO SPORT - SENT SUB";"COLISÃO";"COLISAO ENTRE AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;"1";"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;16:38:00;"SANTO ANTÔNIO";"AV DANTAS BARRETO";NA;"SEMAFORO 181 / FAIXA  DIREITA / SENT CIDADE";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;16:43:00;"TEJIPIÓ";"AV PADRE IBIAPINA";NA;"E/F AO TERMINAO DE TEJIPIO";"COLISÃO";"COLISAO ENTRE AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-19;20:04:00;"ALTO DO MANDU";"AV NORTE";"6674";"PROX AO POSTO BR DA AV NORTE APOIS BARRO LIMA SENTIDO ENTEGRAÇÃO DA MACAXEIRA";"COLISÃO";"CAMINHAO TRUCK X AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;07:11:00;"SANTO AMARO";"AV CRUZ CABUGA";"XX";"EM FRENTE A HONDA SENTIDO OLINDA";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;07:40:00;"JORDÃO";"RUA DR ALVARO FERRAZ";"70";"E/F A FARMACIA BRILHANTE";"COLISÃO";"SEM VÍTIMAS.";"1";NA;NA;NA;NA;NA;NA;NA;"1";"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;08:20:00;"AFOGADOS";"RUA DA PAZ";"224";"EM FRENTE A CAIXA ECONOMICA";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-20;09:05:00;"SANTO AMARO";"AV MILITAR";NA;"ENTRADA DO FORTE DO BRUN,EM FRENTE A PRAÇA DO PILAR";"COLISÃO";"COM UMA VITIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";2016-09-20;09:13:00;"IBURA";"LAD DA COHAB";NA;"AO LADO DO MERCADINHO DE CICERO";"COLISÃO";"COM DUAS VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;11:02:00;"PARNAMIRIM";"AV DEZESSETE DE AGOSTO";"71";"PADARIA MUTTI";"COLISÃO";"SEM VÍTIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;12:11:00;"MUSTARDINHA";"AV MANOEL GONCALVES DA LUZ";NA;"PX AO SUPERMERCADO EXTRA BOM";"COLISÃO";"COLISAO ENTRE CAMINHAO E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;12:16:00;"GRAÇAS";"AV RUI BARBOSA";NA;"E/F AO COLEGIO MARISTA SAO LUIZ";"COLISÃO";"COLISAO ENTRE AUTO E MOTOS";"1";"2";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;16:51:00;"ROSARINHO";"RUA TELES JUNIOR";"493";"COM A RUA SANTOS DUMONT / ESQ COM A PADARIA PAO DE FORNO";"COLISÃO";"MOTO E AUTO PASSEIO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;16:58:00;"CAXANGÁ";"AV JOAQUIM RIBEIRO";"SEMAFORO 281";"NA FRENTE DA UPA E POSTO DE GASOLINA SHELL";"COLISÃO";"ENTRE UM AUTO E UM CAMINHÃO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-20;17:57:00;"DERBY";"RUA HENRIQUE DIAS";NA;"NO CRUZAMENTO DA HENRIQUE DIAS COM AGAMENOM";"COLISÃO";"COLISAO ENTRE AUTO E  MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;18:47:00;"SANTO AMARO";"AV GOVERNADOR AGAMENON MAGALHAES";"XX";"EM FRENTE A IMBRATEL SENT. BOA VIAGEM";"COLISÃO";"AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-20;20:32:00;"CAMPO GRANDE";"RUA ODORICO MENDES";"XX";"PROX. A CENTRAL DE FLAGRANTES E ORLANDO AUTO PEÇAS";"COLISÃO";"AMBULANCIA E AUTO";"1";NA;NA;NA;NA;NA;NA;NA;"1";"0"
"SEM VÍTIMA";"CANCELADA";2016-09-21;07:24:00;"DERBY";"RUA DR SEVERINO PINHEIRO";NA;"SOB  A PONTE  ESTACIO  COIMBRA";"COLISÃO";"COL.S/V.SET CD";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-21;07:57:00;"PINA";"AV ANTONIO DE GOES";"XX";"EM FRENTE A SECRETÁRIA DE ADMINISTRAÇÃO, FAIXA DA ESQUERDA";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO, COM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"COM VÍTIMA";"FINALIZADA";2016-09-21;08:04:00;"BARRO";"AV DR JOSE RUFINO";"1789";"EM   FRENTE A IGREJA  MUNDIAL  JESUS  CRISTO";"COLISÃO";"COLISÃO  COM 1 VITIMA   A ESPERA  DO SAMU";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;08:43:00;"AFOGADOS";"LARGO DA PAZ";NA;"SEMAFORO N°528";"COLISÃO";"COL.S/V.SET CD";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;10:19:00;"CASA AMARELA";"AV NORTE";"XX";"SENTIDO  SUBURBIO EM FRENTE AO DESKONTÃO";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-09-21;11:15:00;"DERBY";"AV GOVERNADOR AGAMENON MAGALHAES";"XX";"EM  FRENTE AO COLEGIO  AMERICANO  BATISTA  SENTIDO  OLINDA";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;12:05:00;"AREIAS";"RUA GENERAL FRANCISCO FIGUEIROA";"164";"TERMINAL DA VILA CARDEAL E SILVA";"COLISÃO";"AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;13:09:00;"ESTÂNCIA";"RUA ROCHA POMBO";NA;"E/F DA ESTAÇO SANTA LUZIA";"COLISÃO";"COLISAO DE ONIBUS E AUTO S/V";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-09-21;14:00:00;"ILHA DO LEITE";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"E/F DO HOSPITAL PORTUGUES PISTA LOCAL";"COLISÃO";"COLISAO DE DOIS AUTOS S/V";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;14:13:00;"CASA AMARELA";"EST DO ARRAIAL";NA;"EM FRENTE AO SÍTIO DA TRINDADE";"COLISÃO";"AUTO E DUAS MOTOCICLETAS (DELTA - 541150 - ATENDENTE MARTINA)";"1";"2";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-21;14:45:00;"ILHA DO RETIRO";"RUA TABAIARES";"1700";"AO LADO DA NISSAN";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";NA;NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;15:18:00;"TORRÕES";"RUA WASHINGTON DUARTE ESPINDOLA";NA;"COLEGIO PINTOR LAURO VILARES / CURVA DO  S";"COLISÃO";"ENTRE UM ONIBUS CRT  UM AUTO ( RODA DE FOGO )";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;15:24:00;"BOA VISTA";"AV CONDE DA BOA VISTA";NA;"E/F DO SHOPPING BOA VISTA";"COLISÃO";"COLISAO DE ONIBUS E AUTOS S/V";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-09-21;16:15:00;"APIPUCOS";"RUA DOIS IRMAOS";NA;"E/F AO HOTEL SENZALA";"COLISÃO";"COLISAO ENTRE AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;18:11:00;"ESPINHEIRO";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"EM FRENTE A UPE, SENTIDO BOA VIAGEM, SEMAFORO 108";"COLISÃO";"COLISAO ENTRE DOIS AUTOS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;18:34:00;"ILHA DO RETIRO";"RUA JOSE MUCIO MONTEIRO";NA;"NA RUA DO COLEGIO BJ";"COLISÃO";"COLISAO ENTRE AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;19:34:00;"VÁRZEA";"AV AFONSO OLINDENSE";NA;"ESQUINA COM A RODRIGUES FERREIRA SENTIDO CAXANGA";"COLISÃO";"AUTO E ONIBUS METROPOLITANA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;21:47:00;"VASCO DA GAMA";"RUA VASCO DA GAMA";"1158";"ANTES DA DELEGACIA DO VASCO DEPOIS DO TREZE";"COLISÃO";"AUTO E SHINERAY";"1";NA;"1";NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-21;23:37:00;"PINA";"AV ANTONIO DE GOES";"773";"POSTO PETROBRAS";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-22;08:31:00;"IPSEP";"VIADUTO TANCREDO NEVES";"S/N";"SENTIDO  AV  RECIFE NA SUBIDA  DO VIADUTO  TANCREDO  NEVES";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-22;09:57:00;"BOA VIAGEM";"RUA BALTAZAR PASSOS";"S/N";"CRUZ  COM A SA E SOUZA EM FRENTE A CULTURA  INGLESA";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-09-22;10:23:00;"AFOGADOS";"RUA IMPERIAL";NA;"PX DO SEMAFORO 511";"COLISÃO";"COL.S/V SET.JOANA BEZERRA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-09-22;11:35:00;"CAMPINA DO BARRETO";"RUA IGUATU";NA;"EM  FRENTE  A  POLICLINICA  AMAURI COUTINHO";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-22;11:38:00;"BEBERIBE";"AV BEBERIBE";NA;"PX AO BANCO DO BRASIL";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-22;11:58:00;"ILHA DO RETIRO";"RUA SPORT CLUBE DO RECIFE";NA;"PX AO SPORT CLUBE RECIFE";"COLISÃO";"COLISAO ENTRE AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-22;12:31:00;"BAIRRO DO RECIFE";"RUA ALFANDEGA";NA;"POR TRAS DO PAÇO DA ALFANDEGA E DA LIVRARIA CULTURA";"COLISÃO";"COLISAO  DE CARRO DA MARINHA E CAMINHAO  S/V";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-09-22;13:45:00;"BOA VIAGEM";"RUA RIBEIRO DE BRITO";NA;"SEMAFORO 298RUA DA ACESSO AO CHOPING CENTER RECIFE";"COLISÃO";"SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-22;13:58:00;"PARNAMIRIM";"RUA LEONARDO BEZERRA CAVALCANTE";"95";"EM FRENTE AO HOSPITAL MARIA LUCINDA,LEVARAM OS VEICULOS PARA O ESTACIONAMENTO DO HOSPITAL";"COLISÃO";"SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-22;15:54:00;"MANGABEIRA";"AV NORTE";NA;"COM JOSE DOS ANJOS";"COLISÃO";"VT 07 NO LOCAL";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";2016-09-23;08:19:00;"CAMPO GRANDE";"RUA ODORICO MENDES";NA;"EQUINA COM VISCONDE DE CAIRU";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO (ATENDENTE CIODS ZION , D 541295)";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"CANCELADA";2016-09-23;08:33:00;"JIQUIÁ";"RUA SAO MIGUEL";"1676";"E/F AO LABORATÓRIO GILSON CIDRIM, SENTIDO AFOGADOS.";"COLISÃO";"COM UMA VÍTIMA.";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-23;11:19:00;"CAXANGÁ";"AV CAXANGA";"5482";"EM FRENTE AO CONDOMINIO RESIDENCIAL CAXANGA";"COLISÃO";"SEM VITIMAS,ENVOLVIDOS NO ESTACIONAMENTO DA IGREJA ASSEMBLEIA DE DEUS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-09-23;12:55:00;"ROSARINHO";"RUA REGUEIRA COSTA";NA;"GRUPO ESCOLAR REGUEIRA COSTA";"COLISÃO";"ENTRE UM AUTO E UMA MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"CANCELADA";2016-09-23;17:05:00;"CASA AMARELA";"RUA CONS PERETTI";NA;"PX A CAIXA ECONIMICA DE CASA AMARELA";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-09-23;17:25:00;"ESPINHEIRO";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"E/F AO BANCO DO NORDESTE - SENT BOA VIAGEM";"COLISÃO";"COLISAO ENTRE AUTOS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-09-23;20:58:00;"TAMARINEIRA";"RUA CICERO DIAS DA CRUZ";NA;"EM FRENTE AO DNOCS";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
